Group,Generation,cat,gvNormUnres1,gvNormUnres2,scenario,rep,trait,strategy
home,15,pb,1.87979955905,1.7893138078250002,10_10,0,2,GenGen
home,16,pb,2.6000369724,1.962655308175,10_10,0,2,GenGen
home,17,pb,3.087229846125,1.780762282375,10_10,0,2,GenGen
home,18,pb,3.7516514389,3.38006725735,10_10,0,2,GenGen
home,19,pb,2.4866945181,2.2200325929,10_10,0,2,GenGen
home,20,pb,2.878779287625,3.1734723429,10_10,0,2,GenGen
home,21,pb,2.441276065175,1.838755329325,10_10,0,2,GenGen
home,22,pb,4.440487956475,3.440291180025,10_10,0,2,GenGen
home,23,pb,3.217041606075,2.081473710125,10_10,0,2,GenGen
home,24,pb,3.454286508175,2.6762279039749997,10_10,0,2,GenGen
home,25,gpb,5.229764659633333,3.6277078780333336,10_10,0,2,GenGen
